duration,service,flag,wrong_fragment,hot,logged_in,count,serror_rate,srv_srror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_srv_rerror_rate,xAttack
0,domain_u,SF,0,0,0,67,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,74,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,303,0,0,1,0,0,255,217,0.85,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,67,0,0,1,0,0.01,255,252,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,142,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,192,0,0,0.99,0.01,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,19,0,0,1,0,0,94,54,0.57,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,212,0,0,1,0.01,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,1,222,34,0.14,0.03,0.06,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,0.67,43,38,0.26,0.09,0.08,0,0,0,1
0,domain_u,SF,0,0,0,207,0,0,1,0.01,0,96,63,0.66,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,124,0,0,0.99,0.02,0.02,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,1,255,249,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,267,0,0,1,0,0,255,203,0.8,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,134,0,0,1,0,0,255,166,0.65,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,142,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,3,0,0,1,0,0.6,72,68,0.94,0.04,0,0,0,0,1
0,domain_u,SF,0,0,0,254,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,251,0,0,1,0.01,0,140,107,0.76,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,78,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,2,0,0,1,0,0.5,255,241,0.95,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,11,0,0,1,0,0.18,202,198,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,69,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,274,0,0,1,0,0,255,206,0.81,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,8,0,0,1,0,0.17,255,187,0.73,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,276,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,0.67,213,12,0.04,0.03,0.17,0,0,0,1
0,domain_u,SF,0,0,0,13,0,0,1,0,0.14,26,214,1,0,0.01,0,0,0,1
0,domain_u,SF,0,0,0,185,0,0,1,0,0,255,229,0.9,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,124,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,6,0,0,0.67,0.33,0.07,255,250,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,74,0,0,1,0,0.01,250,130,0.52,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,149,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,156,0,0,1,0,0,255,166,0.65,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,164,0,0,1,0,0,255,227,0.89,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,194,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,73,0,0,1,0,0,255,246,0.96,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,115,0,0,1,0,0,255,224,0.88,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,270,0,0,1,0.01,0,255,251,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,12,0,0,1,0,0.09,255,249,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,1,175,228,1,0,0.01,0,0,0,1
0,domain_u,SF,0,0,0,231,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,158,0,0,1,0,0.01,255,229,0.9,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,86,0,0,1,0,0.02,255,253,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,77,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,100,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,15,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,148,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,183,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,260,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,72,0,0,0.99,0.03,0.01,255,240,0.94,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,138,0,0,0.99,0.01,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,136,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,4,0,0,1,0,0.57,255,240,0.94,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,157,0,0,0.99,0.01,0.02,255,250,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,276,0,0,1,0.01,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,159,0,0,1,0,0,255,203,0.8,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,127,0,0,0.99,0.02,0.01,255,218,0.85,0.02,0,0,0,0,1
6,domain_u,SF,0,0,0,2,0,0,1,0,0,59,56,0.95,0.03,0,0,0,0,1
0,domain_u,SF,0,0,0,155,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,13,0,0,1,0,0.1,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,153,0,0,1,0,0.02,255,227,0.89,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,70,0,0,1,0,0.01,255,206,0.81,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,104,0,0,1,0,0,255,199,0.78,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,189,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,70,0,0,0.99,0.03,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,145,0,0,1,0,0,255,202,0.79,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,139,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,0.75,16,15,0.94,0.12,0,0,0,0,1
0,domain_u,SF,0,0,0,67,0,0,1,0,0.01,255,235,0.92,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,1,4,3,0.75,0.5,0,0,0,0,1
0,domain_u,SF,0,0,0,133,0,0,1,0,0.01,255,228,0.89,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,122,0,0,1,0,0,210,177,0.84,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,78,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,190,0,0,0.99,0.01,0.01,192,153,0.8,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,291,0,0,1,0,0,255,212,0.83,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,1,223,27,0.11,0.03,0.07,0,0,0,1
0,domain_u,SF,0,0,0,116,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,167,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,1,255,234,0.92,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,158,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,1,115,34,0.2,0.05,0.06,0,0,0,1
0,domain_u,SF,0,0,0,5,0,0,1,0,0,246,236,0.96,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,6,0,0,1,0,0.22,255,224,0.88,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,95,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,19,0,0,1,0,0.02,245,190,0.78,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,63,0,0,1,0,0.01,121,200,0.88,0.02,0.01,0,0,0,1
0,domain_u,SF,0,0,0,134,0,0,1,0,0.02,254,189,0.74,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,116,0,0,1,0,0,255,203,0.8,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,66,0,0,1,0,0.03,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,102,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,111,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,72,0,0,1,0,0.01,255,211,0.83,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,191,0,0,0.99,0.01,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,0,255,214,0.84,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,74,0,0,1,0,0.03,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,116,0,0,1,0,0.02,255,227,0.89,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,76,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,213,0,0,1,0,0,255,255,1,0,0,0,0,0,1
27,domain_u,SF,0,0,0,3,0,0,0.33,0.67,0.5,16,15,0.94,0.12,0,0,0,0,1
0,domain_u,SF,0,0,0,236,0,0,1,0.01,0,125,92,0.74,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,200,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,86,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,244,0,0,1,0,0.01,255,219,0.86,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,111,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,79,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,5,0,0,1,0,0.2,198,135,0.68,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,54,0,0,1,0,0.01,112,223,0.88,0.02,0.01,0,0,0,1
0,domain_u,SF,0,0,0,73,0,0,1,0,0.02,213,196,0.81,0.01,0.01,0,0,0,1
0,domain_u,SF,0,0,0,76,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
450,domain_u,SF,0,0,0,3,0,0,1,0,0.22,184,138,0.75,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,69,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,192,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,23,0,0,0.96,0.09,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,240,0,0,1,0.01,0.01,243,203,0.84,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,105,0,0,0.99,0.02,0.02,255,253,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,38,0,0,1,0,0.02,255,202,0.79,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,70,0,0,1,0,0.01,255,216,0.85,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,137,0,0,0.99,0.01,0.01,255,222,0.87,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,2,0,0,1,0,0.5,255,248,0.97,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,89,0,0,1,0,0.02,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,3,0,0,1,0,0.2,255,252,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,0,255,246,0.96,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,146,0,0,0.99,0.01,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,160,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,255,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,281,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,198,0,0,0.99,0.01,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,150,0,0,0.99,0.01,0.01,255,228,0.89,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,156,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,151,0,0,0.99,0.01,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,255,0,0,1,0,0,255,235,0.92,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,22,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,178,0,0,0.99,0.01,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,198,0,0,0.99,0.01,0.01,200,161,0.81,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,94,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,111,0,0,1,0,0.02,255,227,0.89,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,310,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,75,0,0,0.99,0.03,0.01,255,241,0.95,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,145,0,0,0.99,0.01,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,243,0,0,1,0.01,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,70,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,287,0,0,1,0.01,0,176,143,0.81,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,69,0,0,0.99,0.03,0.01,255,241,0.95,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,26,0,0,1,0,0.03,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,71,0,0,1,0,0.01,249,165,0.66,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,65,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,155,0,0,0.99,0.01,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,4,0,0,1,0,0.29,255,242,0.95,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,184,0,0,1,0,0.01,255,231,0.91,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,165,0,0,1,0,0.01,255,228,0.89,0.01,0,0,0,0,1
119,domain_u,SF,0,0,0,1,0,0,1,0,0,14,13,0.93,0.14,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,0,95,223,1,0,0.01,0,0,0,1
0,domain_u,SF,0,0,0,2,0,0,1,0,0.5,248,233,0.94,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,162,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,1,255,235,0.92,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,127,0,0,1,0,0.02,247,182,0.74,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,244,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,73,0,0,1,0,0.01,255,237,0.93,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,208,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,100,0,0,1,0,0.02,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,239,0,0,1,0,0.01,255,253,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,119,0,0,1,0,0,255,245,0.96,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,69,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,135,0,0,1,0,0.01,255,207,0.81,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,149,0,0,1,0,0,255,224,0.88,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,108,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,76,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,148,0,0,0.99,0.01,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,274,0,0,1,0.01,0,163,130,0.8,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,2,0,0,0.5,1,0.5,124,80,0.09,0.06,0.03,0.01,0,0,1
0,domain_u,SF,0,0,0,226,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,2,0,0,1,0,0.5,255,238,0.93,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,37,0,0,1,0,0,198,177,0.89,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,12,0,0,1,0,0,25,79,1,0,0.03,0,0,0,1
0,domain_u,SF,0,0,0,73,0,0,0.99,0.03,0.02,255,196,0.77,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,82,0,0,0.99,0.02,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,206,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,2,0,0,1,0,0.5,174,33,0.19,0.04,0,0.01,0,0,1
0,domain_u,SF,0,0,0,130,0,0,1,0,0.02,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,15,0,0,1,0,0.14,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,156,0,0,0.99,0.01,0.01,255,231,0.91,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,73,0,0,0.99,0.03,0.01,255,239,0.94,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,290,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,72,0,0,1,0,0.01,255,195,0.76,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,227,0,0,1,0,0.01,255,184,0.72,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,288,0,0,1,0,0,255,247,0.97,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,5,0,0,1,0,0.2,255,245,0.96,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,72,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,229,0,0,1,0.01,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,75,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,103,0,0,1,0,0.02,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,75,0,0,0.99,0.03,0.01,255,241,0.95,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,37,0,0,1,0,0,255,166,0.65,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,64,0,0,1,0,0.02,204,196,0.8,0.01,0.01,0,0,0,1
3,domain_u,SF,0,0,0,5,0,0,1,0,0.33,62,38,0.61,0.05,0,0,0,0,1
0,domain_u,SF,0,0,0,20,0,0,1,0,0,255,169,0.66,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,309,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,179,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,0,255,234,0.92,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,68,0,0,1,0,0.01,246,162,0.66,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,253,0,0,1,0,0,255,225,0.88,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,302,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,131,0,0,1,0,0.02,255,228,0.89,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,68,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,159,0,0,1,0,0,255,249,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,119,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,34,0,0,1,0,0.02,255,230,0.9,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,131,0,0,0.99,0.02,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,216,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,134,0,0,1,0,0.02,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,1,59,42,0.71,0.07,0,0,0,0,1
0,domain_u,SF,0,0,0,152,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,68,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,97,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,145,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,150,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,67,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,97,0,0,0.99,0.02,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,105,0,0,1,0,0.02,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,143,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,190,0,0,0.99,0.01,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,0.75,255,247,0.97,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,246,0,0,1,0.01,0,135,102,0.76,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,75,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,75,0,0,1,0,0.01,255,193,0.76,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,38,0,0,1,0,0.05,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,204,0,0,1,0.01,0.01,206,167,0.81,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,271,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,126,0,0,1,0,0,255,166,0.65,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,168,0,0,0.99,0.01,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,210,0,0,1,0.01,0,99,66,0.67,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,79,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
45,domain_u,SF,0,0,0,1,0,0,1,0,0,255,241,0.95,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,138,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,241,0,0,1,0.01,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,125,0,0,0.99,0.02,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,229,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,285,0,0,1,0,0,255,209,0.82,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,41,0,0,1,0,0.01,99,200,0.85,0.02,0.01,0,0,0,1
0,domain_u,SF,0,0,0,257,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,179,0,0,1,0,0,255,228,0.89,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,174,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,288,0,0,1,0.01,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,173,0,0,1,0,0,255,234,0.92,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,231,0,0,1,0,0,255,250,0.98,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,113,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,146,0,0,0.99,0.01,0.02,255,247,0.97,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,254,0,0,1,0,0.01,255,211,0.83,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,138,0,0,1,0,0,255,166,0.65,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,136,0,0,1,0,0.02,255,230,0.9,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,73,0,0,1,0,0.01,255,247,0.97,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,1,0,0,1,0,0.8,255,218,0.85,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,71,0,0,0.99,0.03,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,67,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,108,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,155,0,0,1,0,0.02,255,227,0.89,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,106,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,317,0,0,1,0,0,255,254,1,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,228,0,0,1,0,0.01,153,114,0.75,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,79,0,0,1,0,0.01,255,195,0.76,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,140,0,0,1,0,0,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,291,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,3,0,0,1,0,0.25,242,221,0.91,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,50,0,0,1,0,0.02,255,198,0.78,0.02,0,0,0,0,1
0,domain_u,SF,0,0,0,123,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,172,0,0,1,0,0,255,204,0.8,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,152,0,0,1,0,0.01,255,255,1,0,0,0,0,0,1
0,domain_u,SF,0,0,0,65,0,0,0.98,0.03,0,255,233,0.91,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,7,0,0,1,0,0.21,255,227,0.89,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,273,0,0,1,0.01,0,162,129,0.8,0.01,0,0,0,0,1
0,domain_u,SF,0,0,0,79,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,1
